0,1,2,3,4,5
Indicator:	B	-	Central	Bank	remittance	inflows,,,,,
Democratic	Republic	of	the,,,,,
Sending	country,Receive	country,2022,0.377893,USD	millions,Source
Denmark,Ecuador,2021,1.15053584,USD	millions,Central	Bank	Data
,Mexico,2022,0.31848,USD	millions,Central	Bank	Data
,Panama,2022,0.230669853,USD	millions,INEC
Djibouti,Mexico,2022,0.000503,USD	millions,Central	Bank	Data
Dominica,Ecuador,2021,0.01993682,USD	millions,Central	Bank	Data
,Mexico,2022,0.011373,USD	millions,Central	Bank	Data
,Panama,2022,0.096307644,USD	millions,INEC
Dominican	Republic,Colombia,2022,28.542400070,USD	millions,Central	Bank	Data
,Ecuador,2021,5.23839776,USD	millions,Central	Bank	Data
,Haiti,2019,67.948160177,USD	millions,Central	Bank	Data
,Mexico,2022,60.380278,USD	millions,Central	Bank	Data
,Panama,2022,4.327045551,USD	millions,INEC
Ecuador,Chile,2021,8.539673828,USD	millions,Central	Bank	Data
,Colombia,2022,244.241803388,USD	millions,Central	Bank	Data
,Mexico,2022,218.405967,USD	millions,Central	Bank	Data
,Panama,2022,9.276093832,USD	millions,INEC
Egypt,Ecuador,2021,0.31432188,USD	millions,Central	Bank	Data
,Mexico,2022,0.069086,USD	millions,Central	Bank	Data
El	Salvador,Ecuador,2021,2.64085197,USD	millions,Central	Bank	Data
,Honduras,2022,1.93960663,USD	millions,Central	Bank	Data
,Mexico,2022,49.696868,USD	millions,Central	Bank	Data
,Panama,2022,2.713245005,USD	millions,INEC
El	salvador,Nicaragua,2022,7.4,USD	millions,Central	Bank	Data
Equatorial	Guinea,Ecuador,2021,0.1676052,USD	millions,Central	Bank	Data
,Mexico,2022,0.018096,USD	millions,Central	Bank	Data
Estonia,Ecuador,2021,0.0339721,USD	millions,Central	Bank	Data
,Mexico,2022,0.015299,USD	millions,Central	Bank	Data
,Panama,2022,0.007195295,USD	millions,INEC
Ethiopia,Ecuador,2021,0.00465,USD	millions,Central	Bank	Data
Fiji,Ecuador,2021,0.00076492,USD	millions,Central	Bank	Data
,Mexico,2022,0.000673,USD	millions,Central	Bank	Data
,Panama,2022,0.013704658,USD	millions,INEC
Finland,Ecuador,2021,0.48335246,USD	millions,Central	Bank	Data
,Mexico,2022,0.155682,USD	millions,Central	Bank	Data
France,Brazil,2022,163.9125814,USD	millions,Central	Bank	Data
,Chile,2021,5.938098411,USD	millions,Central	Bank	Data
,Colombia,2022,99.825825937,USD	millions,Central	Bank	Data
,Costa	Rica,2022,38.032310513,USD	millions,Central	Bank	Data
,Dominican	Republic,2022,38.032310513,USD	millions,Central	Bank	Data
,Ecuador,2021,42.7259938,USD	millions,Central	Bank	Data
,Haiti,2019,102.978233530,USD	millions,Central	Bank	Data
,Mexico,2022,31.680909,USD	millions,Central	Bank	Data
,Panama,2022,3.842911423,USD	millions,INEC
,Paraguay,2022,10.816578907,USD	millions,Central	Bank	Data
,Suriname,2022,12.240023521,USD	millions,Central	Bank	Data
French	Guiana,Ecuador,2021,0.08562073,USD	millions,Central	Bank	Data
,Mexico,2022,0.046422,USD	millions,Central	Bank	Data
,Suriname,2022,1.281711937,USD	millions,Central	Bank	Data
Gabon,Ecuador,2021,0.06554742,USD	millions,Central	Bank	Data
,Mexico,2022,0.022042,USD	millions,Central	Bank	Data
Gambia,Ecuador,2021,0.0362795,USD	millions,Central	Bank	Data
,Mexico,2022,0.002043,USD	millions,Central	Bank	Data
Georgia,Ecuador,2021,0.06246092,USD	millions,Central	Bank	Data
,Panama,2022,0.042785842,USD	millions,INEC
Germany,Brazil,2022,165.88350396,USD	millions,Central	Bank	Data
,Colombia,2022,90.518242957,USD	millions,Central	Bank	Data
,Costa	Rica,2022,35.486304486,USD	millions,Central	Bank	Data
,Dominican	Republic,2022,35.486304486,USD	millions,Central	Bank	Data
,Ecuador,2021,43.63440476,USD	millions,Central	Bank	Data
,Jamaica,2022,3.153140938,USD	millions,Central	Bank	Data
,Mexico,2022,29.728509,USD	millions,Central	Bank	Data
,Panama,2022,1.814178686,USD	millions,INEC
,Paraguay,2022,4.595153403,USD	millions,Central	Bank	Data
Gibraltar,Panama,2022,0.012120878,USD	millions,INEC
Greece,Ecuador,2021,0.43122064,USD	millions,Central	Bank	Data
,Mexico,2022,0.200955,USD	millions,Central	Bank	Data
,Panama,2022,0.178702057,USD	millions,INEC
Grenada,Ecuador,2021,0.05947455,USD	millions,Central	Bank	Data
